,REQUEST_GUID,FORM_ID,COUNTRY,USAGE,UPDATE_DT,FUNCTION,RESULT_INDICATOR,OPERATOR,LIMIT,UNIT,HIGH_OPERATOR,HIGH_LIMIT,CITATION,REGLINK,COMMENTS,CITATION_UPDATE_IN_PROGRESS,REGULATION_NAME
892662,20211122226,748992,Belarus,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892663,20211122226,748992,Belarus,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892760,20211122226,748992,Albania,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892761,20211122226,748992,Albania,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892762,20211122226,748992,Albania,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892770,20211122226,748992,Algeria,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892771,20211122226,748992,Algeria,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892772,20211122226,748992,Algeria,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892788,20211122226,748992,American Samoa,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892789,20211122226,748992,American Samoa,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892793,20211122226,748992,Anguilla,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892794,20211122226,748992,Anguilla,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892795,20211122226,748992,Anguilla,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892799,20211122226,748992,Argentina,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892800,20211122226,748992,Argentina,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892801,20211122226,748992,Argentina,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892808,20211122226,748992,Austria,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892809,20211122226,748992,Austria,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892810,20211122226,748992,Austria,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892814,20211122226,748992,Greenland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892815,20211122226,748992,Greenland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892816,20211122226,748992,Greenland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892820,20211122226,748992,Brazil,"Tea (dried leaves, stalks and flowers)",,Pesticides,EFFECTIVE BAN,,0.0,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892821,20211122226,748992,Cyprus,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892822,20211122226,748992,Cyprus,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892823,20211122226,748992,Cyprus,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892827,20211122226,748992,Germany,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892828,20211122226,748992,Germany,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892829,20211122226,748992,Germany,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892834,20211122226,748992,Brazil,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892835,20211122226,748992,Brazil,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892840,20211122226,748992,European Union,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892841,20211122226,748992,European Union,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892842,20211122226,748992,European Union,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892848,20211122226,748992,Georgia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892849,20211122226,748992,Georgia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892850,20211122226,748992,Georgia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892855,20211122226,748992,Belgium,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892856,20211122226,748992,Belgium,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892857,20211122226,748992,Belgium,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892862,20211122226,748992,Guam,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892863,20211122226,748992,Guam,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892867,20211122226,748992,Bulgaria,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892868,20211122226,748992,Bulgaria,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892869,20211122226,748992,Bulgaria,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892873,20211122226,748992,Czech Republic,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892874,20211122226,748992,Czech Republic,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892875,20211122226,748992,Czech Republic,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892879,20211122226,748992,Finland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892880,20211122226,748992,Finland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892881,20211122226,748992,Finland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892883,20211122226,748992,French West Indies,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892884,20211122226,748992,French West Indies,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892885,20211122226,748992,French West Indies,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892894,20211122226,748992,French Polynesia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892895,20211122226,748992,French Polynesia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892896,20211122226,748992,French Polynesia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892900,20211122226,748992,Greece,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892901,20211122226,748992,Greece,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892902,20211122226,748992,Greece,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892910,20211122226,748992,Canada,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.1,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892911,20211122226,748992,Canada,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892912,20211122226,748992,Canada,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892916,20211122226,748992,Denmark,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892917,20211122226,748992,Denmark,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892918,20211122226,748992,Denmark,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892922,20211122226,748992,France,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892923,20211122226,748992,France,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892924,20211122226,748992,France,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892930,20211122226,748992,Chile,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892931,20211122226,748992,Chile,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892936,20211122226,748992,Japan,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892937,20211122226,748992,Japan,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892943,20211122226,748992,Ireland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892944,20211122226,748992,Ireland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892946,20211122226,748992,Hungary,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892947,20211122226,748992,Hungary,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892948,20211122226,748992,Hungary,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892952,20211122226,748992,Croatia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892953,20211122226,748992,Croatia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892954,20211122226,748992,Croatia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892956,20211122226,748992,Estonia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892957,20211122226,748992,Estonia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892958,20211122226,748992,Estonia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892962,20211122226,748992,French Guiana,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892963,20211122226,748992,French Guiana,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892964,20211122226,748992,French Guiana,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892968,20211122226,748992,Korea,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892969,20211122226,748992,Korea,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892980,20211122226,748992,Iceland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892981,20211122226,748992,Iceland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892982,20211122226,748992,Iceland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892986,20211122226,748992,India,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892987,20211122226,748992,India,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892988,20211122226,748992,India,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892992,20211122226,748992,Ireland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892997,20211122226,748992,Kosovo,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892998,20211122226,748992,Kosovo,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
892999,20211122226,748992,Kosovo,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893003,20211122226,748992,Italy,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893004,20211122226,748992,Italy,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893005,20211122226,748992,Italy,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893012,20211122226,748992,Bosnia-Herzegovina,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893013,20211122226,748992,Bosnia-Herzegovina,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893247,20211122226,748992,Portugal,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893248,20211122226,748992,Portugal,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893249,20211122226,748992,Portugal,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893253,20211122226,748992,North Macedonia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893254,20211122226,748992,North Macedonia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893255,20211122226,748992,North Macedonia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893260,20211122226,748992,Sao Tome and Principe,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893261,20211122226,748992,Sao Tome and Principe,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893262,20211122226,748992,Sao Tome and Principe,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893267,20211122226,748992,Montserrat,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893268,20211122226,748992,Montserrat,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893269,20211122226,748992,Montserrat,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893274,20211122226,748992,Malta,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893275,20211122226,748992,Malta,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893276,20211122226,748992,Malta,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893281,20211122226,748992,Poland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893282,20211122226,748992,Poland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893283,20211122226,748992,Poland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893287,20211122226,748992,Liechtenstein,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893288,20211122226,748992,Liechtenstein,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893289,20211122226,748992,Liechtenstein,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893294,20211122226,748992,Norway,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893295,20211122226,748992,Norway,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893296,20211122226,748992,Norway,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893300,20211122226,748992,Paraguay,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893301,20211122226,748992,Paraguay,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893302,20211122226,748992,Paraguay,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893309,20211122226,748992,Netherlands,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893310,20211122226,748992,Netherlands,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893311,20211122226,748992,Netherlands,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893316,20211122226,748992,Moldova,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
893317,20211122226,748992,Moldova,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: NEONICOTINOID INSECTICIDE ,0,
