,REQUEST_GUID,FORM_ID,COUNTRY,USAGE,UPDATE_DT,FUNCTION,RESULT_INDICATOR,OPERATOR,LIMIT,UNIT,HIGH_OPERATOR,HIGH_LIMIT,CITATION,REGLINK,COMMENTS,CITATION_UPDATE_IN_PROGRESS,REGULATION_NAME
466595,20211122226,17787,Moldova,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466596,20211122226,17787,Moldova,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466597,20211122226,17787,Moldova,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466601,20211122226,17787,Monaco,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466602,20211122226,17787,Monaco,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466603,20211122226,17787,Monaco,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466607,20211122226,17787,Montserrat,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466608,20211122226,17787,Montserrat,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466609,20211122226,17787,Montserrat,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466613,20211122226,17787,Georgia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466614,20211122226,17787,Georgia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466615,20211122226,17787,Georgia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466619,20211122226,17787,Germany,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466620,20211122226,17787,Germany,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466621,20211122226,17787,Germany,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466625,20211122226,17787,Greece,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466626,20211122226,17787,Greece,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466627,20211122226,17787,Greece,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466631,20211122226,17787,Greenland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466632,20211122226,17787,Greenland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466633,20211122226,17787,Greenland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466639,20211122226,17787,Luxembourg,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466640,20211122226,17787,Luxembourg,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466641,20211122226,17787,Luxembourg,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466652,20211122226,17787,Malaysia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466653,20211122226,17787,Malaysia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466654,20211122226,17787,Malaysia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466658,20211122226,17787,Montenegro,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466659,20211122226,17787,Montenegro,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466660,20211122226,17787,Montenegro,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466665,20211122226,17787,Malta,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466666,20211122226,17787,Malta,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466669,20211122226,17787,Paraguay,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466670,20211122226,17787,Paraguay,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466671,20211122226,17787,Paraguay,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466677,20211122226,17787,Malta,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466683,20211122226,17787,Norway,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466684,20211122226,17787,Norway,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466685,20211122226,17787,Norway,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466690,20211122226,17787,Korea,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466691,20211122226,17787,Korea,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466695,20211122226,17787,Kosovo,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466696,20211122226,17787,Kosovo,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466697,20211122226,17787,Kosovo,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466701,20211122226,17787,Latvia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466702,20211122226,17787,Latvia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466703,20211122226,17787,Latvia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466708,20211122226,17787,Netherlands,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466709,20211122226,17787,Netherlands,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466710,20211122226,17787,Netherlands,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466714,20211122226,17787,Puerto Rico,"Tea (dried leaves, stalks and flowers)",,Pesticides,EFFECTIVE BAN,,0.0,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466715,20211122226,17787,Liechtenstein,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466716,20211122226,17787,Liechtenstein,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466717,20211122226,17787,Liechtenstein,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466722,20211122226,17787,Poland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466723,20211122226,17787,Poland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466724,20211122226,17787,Poland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466729,20211122226,17787,New Zealand,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.1,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466730,20211122226,17787,New Zealand,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466731,20211122226,17787,New Zealand,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466735,20211122226,17787,Lithuania,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466736,20211122226,17787,Lithuania,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466737,20211122226,17787,Lithuania,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466741,20211122226,17787,New Caledonia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466742,20211122226,17787,New Caledonia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466747,20211122226,17787,Italy,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466748,20211122226,17787,Italy,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466749,20211122226,17787,Italy,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466753,20211122226,17787,Japan,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466754,20211122226,17787,Japan,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466755,20211122226,17787,Japan,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466759,20211122226,17787,Puerto Rico,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466760,20211122226,17787,Puerto Rico,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466764,20211122226,17787,North Macedonia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466765,20211122226,17787,North Macedonia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466766,20211122226,17787,North Macedonia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466771,20211122226,17787,India,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466772,20211122226,17787,India,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466776,20211122226,17787,Ireland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466777,20211122226,17787,Ireland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466778,20211122226,17787,Ireland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466788,20211122226,17787,Portugal,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466789,20211122226,17787,Portugal,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466790,20211122226,17787,Portugal,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466794,20211122226,17787,Guam,"Tea (dried leaves, stalks and flowers)",,Pesticides,EFFECTIVE BAN,,0.0,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466795,20211122226,17787,Guam,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466796,20211122226,17787,Guam,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466800,20211122226,17787,Hungary,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466801,20211122226,17787,Hungary,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466802,20211122226,17787,Hungary,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466806,20211122226,17787,Iceland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466807,20211122226,17787,Iceland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466808,20211122226,17787,Iceland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466812,20211122226,17787,South Africa,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466813,20211122226,17787,South Africa,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466814,20211122226,17787,South Africa,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466836,20211122226,17787,Turks & Caicos,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466837,20211122226,17787,Turks & Caicos,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466838,20211122226,17787,Turks & Caicos,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466842,20211122226,17787,US Virgin Islands,"Tea (dried leaves, stalks and flowers)",,Pesticides,EFFECTIVE BAN,,0.0,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466843,20211122226,17787,US Virgin Islands,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466844,20211122226,17787,US Virgin Islands,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466848,20211122226,17787,United Kingdom,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466849,20211122226,17787,United Kingdom,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466850,20211122226,17787,United Kingdom,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466856,20211122226,17787,Sint Maarten,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466857,20211122226,17787,Sint Maarten,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466858,20211122226,17787,Sint Maarten,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466862,20211122226,17787,Slovakia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466863,20211122226,17787,Slovakia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466864,20211122226,17787,Slovakia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466868,20211122226,17787,Slovenia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466871,20211122226,17787,Slovenia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466872,20211122226,17787,Slovenia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466877,20211122226,17787,United States,"Tea (dried leaves, stalks and flowers)",,Pesticides,EFFECTIVE BAN,,0.0,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466878,20211122226,17787,United States,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466879,20211122226,17787,United States,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466944,20211122226,17787,Spain,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466945,20211122226,17787,Spain,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466949,20211122226,17787,Sweden,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466950,20211122226,17787,Sweden,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466951,20211122226,17787,Sweden,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466962,20211122226,17787,Switzerland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466963,20211122226,17787,Switzerland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466964,20211122226,17787,Switzerland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466980,20211122226,17787,Romania,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466981,20211122226,17787,Romania,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466982,20211122226,17787,Romania,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466993,20211122226,17787,San Marino,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466994,20211122226,17787,San Marino,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466995,20211122226,17787,San Marino,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
466999,20211122226,17787,Sao Tome and Principe,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467000,20211122226,17787,Sao Tome and Principe,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467001,20211122226,17787,Sao Tome and Principe,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467038,20211122226,17787,Serbia,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467039,20211122226,17787,Serbia,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467040,20211122226,17787,Serbia,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467309,20211122226,17787,Bosnia-Herzegovina,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467310,20211122226,17787,Bosnia-Herzegovina,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467321,20211122226,17787,Albania,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467322,20211122226,17787,Albania,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467323,20211122226,17787,Albania,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467330,20211122226,17787,Czech Republic,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467331,20211122226,17787,Czech Republic,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467332,20211122226,17787,Czech Republic,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467348,20211122226,17787,Chile,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467349,20211122226,17787,Chile,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467350,20211122226,17787,Chile,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467355,20211122226,17787,Finland,"Tea (dried leaves, stalks and flowers)",,Pesticides,DEFAULT APPLIES,,0.01,PPM,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467356,20211122226,17787,Finland,Tea (instant),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
467357,20211122226,17787,Finland,Tea (ready-to-drink),,Pesticides,REVIEW THE RAW MATERIALS,,,,,,,,**Comments:** CLASS = PESTICIDES: FUNGICIDE,0,
